,ENTRPRS,PRDUCT,REGIST_DT,STTEMNT_NO
14912,웰너스코리아(주),웰너스홍삼농축분말P10,20160519,201500120496
14913,웰너스코리아(주),웰너스홍삼농축분말P12,20170117,201500120499
14914,웰너스코리아(주),웰너스홍삼농축분말P15,20161110,201500120498
14915,웰너스코리아(주),웰너스홍삼농축액A15,20151022,201500120494
14916,웰너스코리아(주),웰너스홍삼농축액A5,20151022,201500120491
14917,웰너스코리아(주),웰너스홍삼농축액A7,20151022,201500120492
14918,웰너스코리아(주),웰너스홍삼농축액A8,20160229,201500120495
14919,코스맥스바이오(주),웰니스감마리놀렌산,20150522,20040020002652
14920,코스맥스바이오(주),웰니스바나바감마리놀렌산,20150522,20040020002386
14921,코스맥스바이오(주),웰니스바나비타&미네랄,20150522,20040020002816
14922,코스맥스바이오(주),웰니스바나비타&미네랄포르테,20150522,20040020002755
14923,(주)한국씨엔에스팜,웰니스업 씨케이 7,20170703,200400200071821
14924,코스맥스바이오(주),웰니스옵티엠에스엠,20150522,20040020002997
14925,대동고려삼(주),웰니스칸골드,20170223,20040020031176
14926,코스맥스바이오(주),웰니스화이버케어,20150522,20040020002759
14927,코스맥스바이오(주),웰니언스에스라이프나이트,20180515,200400200022170
14928,코스맥스바이오(주),웰니언스에스라이프데이,20180518,200400200022173
14929,대상(주)군산공장,웰라이프클로렐라,20150522,200400190099
14930,주식회사 토모,웰라인 발포 가르시니아 다이어트 (크랜베리맛),20150522,2004001704652
14931,주식회사 토모,웰라인 발포가르시니아 다이어트 (레몬맛),20150522,2004001704654
14932,주식회사 토모,웰라인 발포가르시니아 다이어트(블루베리맛),20150522,2004001704653
14933,엠에스바이오텍(주),웰러스 간에 좋은 밀크씨슬,20170905,20040020020552
14934,(주)한국씨엔에스팜,웰러스 눈에 좋은 오메가루테인,20170414,200400200071776
14935,한국바이오팜(주),웰러스 다이어트CLA,20150522,20040020046462
14936,한국바이오팜(주),웰러스 다이어트가르시니아,20150522,20040020046463
14937,(주)다인내추럴 2공장,웰러스 바른 멀티비타민미네랄,20181107,201800039153
14938,(주)다인내추럴 2공장,웰러스 바른 비타민D 1000IU,20181017,201800039151
14939,(주)다인내추럴 2공장,웰러스 바른 엽산,20181024,201800039152
14940,(주)다인내추럴 2공장,웰러스 바른 칼슘마그네슘디,20181116,201800039154
14941,(주)유유헬스케어,웰러스 뼈로가는 유청칼슘,20150522,2004001510746
14942,한국바이오팜(주),웰러스 카테킨다이어트,20150522,20040020046461
14943,한국바이오팜(주),웰러스글루코사민,20150522,20040020046279
14944,한국바이오팜(주),웰러스글루코사민,20150522,20040020046154
14945,한국바이오팜(주),웰러스나이아신,20150522,20040020046296
14946,한국바이오팜(주),웰러스망간,20150522,20040020046281
14947,한국바이오팜(주),웰러스비오틴,20150522,20040020046317
14948,한국바이오팜(주),웰러스비타민A,20150522,20040020046306
14949,한국바이오팜(주),웰러스비타민B1,20150522,20040020046295
14950,한국바이오팜(주),웰러스비타민B12,20150522,20040020046308
14951,한국바이오팜(주),웰러스비타민B2,20150522,20040020046293
14952,한국바이오팜(주),웰러스비타민B6,20150522,20040020046292
14953,한국바이오팜(주),웰러스비타민D,20150522,20040020046304
14954,한국바이오팜(주),웰러스비타민E,20150522,20040020046303
14955,한국바이오팜(주),웰러스셀레늄,20150522,20040020046282
14956,한국바이오팜(주),웰러스아보레센스,20150522,20040020046302
14957,한국바이오팜(주),웰러스아연,20150522,20040020046283
14958,한국바이오팜(주),웰러스엽산,20150522,20040020046294
14959,한국바이오팜(주),웰러스옥타코사놀,20150522,20040020046309
14960,한국바이오팜(주),웰러스철,20150522,20040020046284
14961,한국바이오팜(주),웰러스칼슘,20150522,20040020046285
14962,한국바이오팜(주),웰러스크롬,20150522,20040020046318
14963,한국바이오팜(주),웰러스클로렐라,20150522,20040020046301
14964,한국바이오팜(주),웰러스판토텐산,20150522,20040020046291
14965,한국바이오팜(주),웰러스프로폴리스,20150522,20040020046125
14966,(주)뉴트리바이오텍,웰럭스 복합유산균 톡톡,20150522,20070017035620
14967,동서바이오팜(주),웰리박혼합유산균,20150522,20040017025292
14968,주식회사 토모,웰리브 당컨트롤,20150522,2004001704656
14969,주식회사 토모,웰리브MSM 100,20150522,2004001704668
14970,주식회사 노바렉스2공장,웰리소쏘팔메토,20170512,20060020008173
14971,(주)알피바이오,웰메가 식물성 오메가3,20180508,20040017006662
14972,(주)내츄럴엔도텍,웰뮨,20150522,2005001701698
14973,주식회사 토모,웰발포비타C플러스,20150522,2004001704655
14974,주)건강을 지키는 사람들,웰본,20150522,2004001900518
14975,주)건강을 지키는 사람들,웰본씨에이,20150522,2004001900514
14976,엘라이프주식회사,웰브라운다이어트,20150522,2004001507346
14977,(주)비오팜,웰빙 키토올리고,20150522,20040017021490
14978,종근당건강(주),웰빙감마리놀렌산,20150522,20040020016352
14979,(주)한국씨엔에스팜,웰빙감마리놀렌산,20150522,200400200071020
14980,(주)유유헬스케어,웰빙글루코사민,20150522,20040015107257
14981,종근당건강(주),웰빙글루코사민,20150522,20040020016355
14982,(주)한국씨엔에스팜,웰빙글루코사민,20150522,20040020007794
14983,(주)한국씨엔에스팜,웰빙글루코사민골드,20150522,200400200071249
14984,(주)비오팜,웰빙낫도,20160607,20040017021593
14985,(주)남양 F&B,웰빙낫도,20160318,20080020005156
14986,주식회사한미양행,웰빙낫도(전량수출용),20150522,20040015083730
14987,(주)허브큐어,웰빙낫도(전량수출용),20170711,20040015162147
14988,(주)한국신약,웰빙다이어트과립,20150522,2004002001718
14989,(주)한국신약,웰빙다이어트캅셀,20150522,2004002001717
14990,한방바이오(주),웰빙라이프 홍삼스마트,20150522,200900170146
14991,(주)유유헬스케어,웰빙미네랄칼슘,20150522,20040015107282
14992,종근당건강(주),웰빙미네랄칼슘,20150522,20040020016239
14993,극동에치팜(주),웰빙센스 식이섬유,20150522,2004002006815
14994,종근당건강(주),웰빙오메가3,20150522,20040020016353
14995,(주)유유헬스케어,웰빙오메가3-EPA DHA,20150522,20040015107332
14996,(주)유유헬스케어,웰빙철분,20150522,20040015107294
14997,종근당건강(주),웰빙철분,20150522,20040020016240
14998,(주)유유헬스케어,웰빙키토산프리미엄,20150522,20040015107433
14999,코스맥스바이오(주),웰빙파워칼슘골드,20150522,20040020002328
15000,코스맥스바이오(주),웰빙파워포르테,20150522,2004002000284
15001,엠에스바이오텍(주),웰빙프리미엄다이어트,20150522,20040020020271
15002,(주)농업회사법인 비엔케어,웰빙플러스 프로폴리스,20150522,2006001702216
15003,엠에스바이오텍(주),웰빙플러스유산균,20150522,20040020020289
15004,주식회사 노바렉스,웰빙혼합유산균,20150522,2004002000887
15005,주)팜크로스,웰빙혼합유산균(수출명:Rofit),20150522,20040015110219
15006,(주)유유헬스케어,웰빙홍삼,20150522,20040015107371
15007,(주)한국신약,웰빙화이버,20150522,2004002001732
15008,(주)한국신약,웰빙화이버에스,20150522,2004002001749
15009,(주)한국신약,웰빙후레쉬,20150522,2004002001731
15010,동서바이오팜(주),웰솔루션 더 플러스,20161111,20040017025419
15011,에스케이내추럴팜(주),웰스 식이섬유,20150522,2004001710677
15012,극동에치팜(주),웰스웰화이바,20150522,2004002006878
15013,(주)한국씨엔에스팜,웰슨 포 맨(WELSON FOR MEN),20180425,200400200071955
15014,(주)한국씨엔에스팜,웰슨 포 우먼(WELSON FOR WOMEN),20180424,200400200071951
15015,(주)한국씨엔에스팜,웰슨레드진생(WELSON RED GINSENG),20180416,200400200071943
15016,(주)유니쎌팜,웰시루테인골드,20170118,20040020028396
15017,(주)네추럴에프앤피,웰씨드 N-아세틸글루코사민,20170417,20040020014976
15018,(주)뉴트리바이오텍,웰씨드 간 건강 밀크씨슬,20150522,20070017035528
15019,(주)네추럴에프앤피,웰씨드 루테인,20170417,20040020014977
15020,(주)네추럴에프앤피,웰씨드 멀티비타민미네랄,20170425,20040020014979
15021,(주)네추럴에프앤피,웰씨드 밀크씨슬,20170425,20040020014978
15022,(주)뉴트리바이오텍,웰씨드 밀크씨슬 플러스,20160905,20070017035842
15023,(주)한국씨엔에스팜,웰씨드 오메가-3,20150522,200400200071330
15024,(주)네추럴에프앤피,웰씨드 오메가3,20170425,20040020014980
15025,(주)한국씨엔에스팜,웰씨드 프로바이오틱스,20150522,200400200071335
15026,(주)네추럴에프앤피,웰씨드 프로바이오틱스,20170425,20040020014981
15027,(주)네추럴에프앤피,웰씨드종합비타민,20150522,20040020014789
15028,주식회사 토모,웰씬슬림다이어트B,20150522,2004001704643
15029,주식회사 토모,웰차전자피,20150522,2004001704646
15030,(재)춘천바이오산업진흥원,웰칼슘,20150522,200500153683
15031,종근당건강(주),웰칼슘,20150522,2004002001664
15032,코스맥스바이오(주),웰케어핏뷰티나이트블루베리맛,20151023,200400200021721
15033,코스맥스바이오(주),웰케어핏뷰티나이트블루베리맛(전량수출용),20150916,200400200021699
15034,코스맥스바이오(주),웰케어핏뷰티나이트사과맛(전량수출용),20150917,200400200021703
15035,코스맥스바이오(주),웰케어핏뷰티나이트석류맛(전량수출용),20150925,200400200021707
15036,코스맥스바이오(주),웰케어핏뷰티나이트오렌지맛(전량수출용),20150925,200400200021706
15037,코스맥스바이오(주),웰케어핏뷰티나이트자몽맛,20151023,200400200021720
15038,코스맥스바이오(주),웰케어핏뷰티나이트자몽맛(전량수출용),20150925,200400200021710
15039,코스맥스바이오(주),웰케어핏뷰티나이트청포도맛(전량수출용),20150925,200400200021708
15040,코스맥스바이오(주),웰케어핏뷰티나이트체리맛,20150828,200400200021688
15041,코스맥스바이오(주),웰케어핏뷰티나이트체리맛(수출용),20150713,200400200021653
15042,코스맥스바이오(주),웰케어핏신선한과일음료분말(전량수출용),20160118,200400200021765
15043,코스맥스바이오(주),웰케어핏홍삼검보(전량수출용),20160115,200400200021762
15044,(주)알피바이오,웰키즈 식물성오메가 플러스 디,20150522,20040017006480
15045,콜마비앤에이치(주)푸디팜사업부문,웰키즈칼슘,20170124,200600200031053
15046,(주)알피바이오,웰키커(WELLKICKER)어린이츄어블오메가3,20160311,20040017006542
15047,디에이치팜(주),웰키커(well-kicker) 멀티비타민앤미네랄,20150610,20040015102156
15048,(주)비오팜,웰키커(well-kicker) 어린이 유산균,20160614,20040017021594
15049,(주)뉴트리바이오텍,웰키커(well-kicker) 프로폴리스 스프레이,20170925,200700170351023
15050,디에이치팜(주),웰키커(well-kicker)어린이칼슘앤비타민D,20170308,20040015102172
15051,(주)한국씨엔에스팜,웰키커Wellkicker어린이홍삼,20160816,200400200071689
15052,한국바이오팜(주),웰티나신프로폴리스,20150522,20040020046342
15053,종근당건강(주),웰파워플러스,20150522,20040020016407
15054,(주)유유헬스케어,웰파인다이어트식이섬유,20150522,20040015107397
15055,코스맥스바이오(주),웰퍼멀티비타민,20150522,200400200021101
15056,코스맥스바이오(주),웰퍼모닝휴,20150522,200400200021103
15057,코스맥스바이오(주),웰퍼써큐웰,20150522,200400200021104
15058,코스맥스바이오(주),웰퍼캄다운,20150522,200400200021102
15059,(주)한국씨엔에스팜,웰펙트큐(Wellfect Q),20150522,200400200071483
15060,극동에치팜(주),웰포유 황금변화이바,20170914,20040020068485
15061,주)팜크로스,웰품 이너샤인,20180719,20040015110747
15062,주식회사 토모,웰화이버 매일아침,20150522,2004001704633
15063,주식회사 토모,웰화이버쿨,20150522,2004001704650
15064,주식회사 토모,웰화이버포르테식이섬유,20150522,2004001704614
15065,코스맥스바이오(주),위&간케어,20150522,200400200021611
15066,(주)한국씨엔에스팜,위건강,20180726,200400200072002
15067,코스맥스바이오(주),위건강,20170525,200400200022009
15068,(주)한국씨엔에스팜,위건강 감초추출물,20180116,200400200071904
15069,코스맥스바이오(주),위건강엔매스틱,20161031,200400200021917
15070,(주)한국씨엔에스팜,위건강을 위한 감초&비타민미네랄,20180410,200400200071940
15071,(주)한풍네이처팜,위나 더블 파워,20150522,2012001900796
15072,(주)한국인삼공사,위내력골드,20151119,20040020013279
15073,(주)비오팜,위담아티초크,20150522,20040017021428
15074,(주)네추럴에프앤피,위담프로바이오틱스알파,20160907,20040020014938
15075,(주)한국씨엔에스팜,위대한 비밀,20171121,200400200071886
15076,에이펙셀(주),위대한 칼슘,20180703,2015000802118
15077,(주)케미메디 한국전통의학연구소 식품사업부,위대한칼슘,20180703,2015000800612
15078,주식회사 노바렉스,위드 리버,20150522,200400200081498
15079,네이처퓨어코리아(주),위드라이프 오메가-3,20150522,20100019004378
15080,코스맥스바이오(주),위매스틱케어,20161121,200400200021925
15081,(주)뉴트리바이오텍,위버젠,20150522,20070017035253
15082,콜마비앤에이치(주)푸디팜사업부문,위비타B,20150522,20060020003556
15083,주식회사 네추럴웨이,위아래진생후 수(秀),20180129,2004001510490
15084,주식회사 네추럴웨이,위아래홍경천 정(錠),20180129,2004001510491
15085,(주)비오팜,위앤업 멀티비타앤미네랄,20171025,20040017021731
15086,콜마비앤에이치(주)푸디팜사업부문,위앤업 멀티비타키즈,20180321,200600200031264
15087,(주)비오팜,위앤업 밀크씨슬,20171026,20040017021732
15088,(주)비오팜,위앤업 징코플러스,20171030,20040017021735
15089,(주)비오팜,위앤업 철분앤비타,20171023,20040017021729
15090,(주)비오팜,위앤업 칼슘 키즈,20171012,20040017021726
15091,(주)비오팜,위앤업(WE&UP) 프로바이오틱스,20171011,20040017021721
15092,(주)비오팜,위앤업(WE&UP) 프로바이오틱스 키즈,20171101,20040017021738
15093,코스맥스바이오(주),위앤장더블액션,20180509,200400200022165
15094,코스맥스바이오(주),위에는위가드,20160923,200400200021894
15095,코스맥스바이오(주),위엔매스틱검,20170707,200400200022034
15096,(주)비피도,위장의 건강(전량수출용),20150522,20040015070150
15097,(주)비오팜,위즈담,20170714,20040017021697
15098,주식회사 굿씨드,위캔다이어트(We Can Diet),20170823,2008001505833
15099,콜마비앤에이치(주)푸디팜사업부문,위케어프리미엄,20170515,200600200031119
15100,(주)뉴팜,위키즈락토아이,20150522,20040017014365
15101,콜마비앤에이치(주)푸디팜사업부문,위편한 위건강,20180725,200600200031344
15102,주식회사 노바렉스,위헬스포뮬라,20171027,200400200081739
15103,주식회사 노바렉스,위헬스포뮬라 프로,20180531,200400200081848
15104,극동에치팜(주),위휠레 데 블란쎄,20150522,20040020068264
15105,코스맥스바이오(주),유 슬림(U SLIM),20180709,200400200022200
15106,(주)한국씨엔에스팜,유&미 멀티비타민미네랄,20150522,200400200071215
15107,(주)한국씨엔에스팜,유(U)키즈유산균포도맛,20170510,200400200071789
15108,(주)비티진,유-키즈,20150522,2004002003035
15109,주식회사 노바렉스,유-플렉스 로즈힙,20150522,20040020008719
15110,주식회사 아람,유거스(Youguth)_그린에너지 업,20180220,2011001701953
15111,주식회사 아람,유거스(Youguth)_레이디챠밍 업,20180220,2011001701952
15112,주식회사 아람,유거스(Youguth)_아이튼튼 업(Up),20180212,2011001701951
15113,주식회사 토모,유기농 밀순,20150522,2004001704660
15114,(주)한국제약,유기농 삼원삼 홍삼정 데일리,20160622,2004001901872
15115,(주)한국제약,유기농 삼진삼,20150522,2004001901842
15116,(주)한국제약,유기농삼심삼홍삼,20150522,2004001901828
15117,(주)한풍네이처팜,유기농엽산600,20150522,2012001900755
15118,에스케이내추럴팜(주),유기농칼슘프리미엄,20150522,20040017106187
15119,(주)더존피에이치씨,유기농키즈홍삼,20161226,20040017039446
15120,드림바이오(주),유기농홍삼농축액,20170404,201600039663
15121,(주)더존피에이치씨,유기농홍삼농축액,20160121,20040017039433
15122,주식회사 케이지이,유기농홍삼농축액,20150522,2004002000948
15123,주식회사 지오,유기농홍삼농축액,20150522,201000200471
15124,주식회사 지오,유기농홍삼농축액플러스,20150522,201000200473
15125,(주)더존피에이치씨,유기농홍삼분말,20170921,20040017039463
15126,(주)한국제약,유기삼심삼홍삼 어린이용,20150522,2004001901830
15127,(주)한국제약,유기삼심삼홍삼100,20150522,2004001901834
15128,(주)한국제약,유기삼심삼홍삼정,20150522,2004001901848
15129,(주)세모,유기홍삼천,20150522,2004001704939
15130,(주)한국씨엔에스팜,유나이티드 홍삼진액,20180518,200400200071967
15131,(주)유유헬스케어,유나이티드-비타민D,20150610,20040015107638
15132,주식회사 노바렉스,유나이티드쏘팔메토로얄,20150522,20040020008662
15133,유니시티글로벌매뉴팩쳐링 주식회사,유니 비타,20160516,201500061274
15134,(주)쎌바이오텍,유니맥스듀오락얌얌,20150522,20040017017848
15135,(주)에스엘에스,유니멀티비타민&미네랄 스틱,20150522,2004001706245
15136,(주)서흥,유니비전2,20150522,200400200061074
15137,(주)에스엘에스,유니비타민C스틱,20150522,2004001706246
15138,한국바이오팜(주),유니비타칼,20150522,20040020046333
15139,한국바이오팜(주),유니언헬스칼칼슘,20150522,20040020046138
15140,한국바이오팜(주),유니칼슘포르테,20150522,20040020046363
15141,한국바이오팜(주),유니칼슘포르테칼슘,20150522,20040020046142
15142,유니크바이오텍(주),유니크 수용성 프로폴리스,20150608,201500120131
15143,유니크바이오텍(주),유니크 수용성 프로폴리스 추출물,20170918,2015001201322
15144,유니크바이오텍(주),유니크 수용성 프로폴리스 추출물 (S-H) 에스에이치,20160711,2015001201318
15145,유니크바이오텍(주),유니크 수용성 프로폴리스 추출물 120,20150710,201500120133
15146,유니크바이오텍(주),유니크 수용성 프로폴리스 추출물 300,20150923,201500120136
15147,유니크바이오텍(주),유니크 수용성 프로폴리스 추출물 400,20150720,201500120134
15148,유니크바이오텍(주),유니크 수용성 하니 프로폴리스,20160620,2015001201316
15149,유니크바이오텍(주),유니크 수용성 하니 프로폴리스 스프레이,20160921,2015001201319
15150,유니크바이오텍(주),유니크 수용성 허니 프로폴리스 스프레이(수출용),20180921,2015001201323
15151,유니크바이오텍(주),유니크 수용성 허니 프로폴리스 추출물,20160620,2015001201317
15152,유니크바이오텍(주),유니크수용성프로폴리스120,20151124,201500120139
15153,유니크바이오텍(주),유니크수용성프로폴리스스프레이,20150918,201500120135
15154,유니크바이오텍(주),유니크수용성프로폴리스추출물(S),20151207,2015001201313
15155,유니크바이오텍(주),유니크수용성프로폴리스추출물(T),20151207,2015001201314
15156,유니크바이오텍(주),유니크수용성프로폴리스추출물110,20151124,2015001201311
15157,유니크바이오텍(주),유니크수용성프로폴리스추출물150,20151124,201500120137
15158,유니크바이오텍(주),유니크수용성프로폴리스추출물200,20151124,201500120138
15159,유니크바이오텍(주),유니크프로폴리스추출물,20150619,201500120132
15160,유니크바이오텍(주),유니크프로폴리스추출물110,20151124,2015001201310
15161,유니크바이오텍(주),유니크프로폴리스추출물150,20151124,2015001201312
15162,극동에치팜(주),유니테인 환,20150522,20040020068219
15163,(주)유니쎌팜,유닉스 엠에스엠(MSM) 365 파워풀,20151223,20040020028371
15164,주식회사 노바렉스2공장,유라이프 식물성 오메가3,20160819,20060020008106
15165,(주)빅솔 반월공장,유렉스프로바이오틱스(Probio-Tec HU-Vcap-5),20150522,2009001702320
15166,(주)서흥,유로씨슬웰루션,20170914,200400200061237
15167,(주)뉴트리바이오텍,유리,20150522,20070017035672
15168,(주)메디바이오랩,유미락캡슐,20180605,2017278206824
15169,(주)메디바이오랩,유미락포르테캡슐,20180725,2017278206828
15170,(주)네이처텍,유브이케어콜라겐프리미엄,20150522,20040020004180
15171,(주)알피바이오,유비퀴놀,20180615,20040017006669
15172,(주)뉴팜,유산균,20150522,20040017014421
15173,(주)생명과학,유산균,20150522,20040020038117
15174,(주)쎌바이오텍,유산균 12A,20150522,20040017017427
15175,(주)쎌바이오텍,유산균 12B,20150522,20040017017535
15176,(주)쎌바이오텍,유산균 14B,20150522,20040017017485
15177,(주)쎌바이오텍,유산균 14C,20150522,20040017017468
15178,(주)쎌바이오텍,유산균 2B,20150522,20040017017476
15179,(주)쎌바이오텍,유산균 4A,20150522,20040017017538
15180,(주)쎌바이오텍,유산균 4C,20150522,20040017017534
15181,(주)쎌바이오텍,유산균 4D,20150522,20040017017533
15182,(주)쎌바이오텍,유산균 4H,20150522,20040017017536
15183,(주)쎌바이오텍,유산균 5D,20150522,20040017017545
15184,일동바이오사이언스(주),유산균 7종 혼합분말,20180601,20140017002118
15185,주식회사 노바렉스,유산균 CJLP133,20150522,200400200081226
15186,(주)프로바이오닉,유산균 M-1,20150522,2005002000520
15187,(주)메디오젠,유산균 V3,20180619,20040020029247
15188,(주)비피도,유산균 가세리 비에이치13,20171207,20040015070281
15189,(주)뉴트리바이오텍,유산균 다이어트 엑설런트 슬림,20150522,20070017035459
15190,(주)비피도,유산균 락티스 비에이치10,20170510,20040015070264
15191,(주)비피도,유산균 람노써스 비에이치 09,20150522,2004001507087
15192,(주)비피도,유산균 루테리 비에이치11,20170614,20040015070271
15193,네이처퓨어코리아(주),유산균 분말(Lactobacillus plantarum VH13)(원료성 제품),20180510,20100019004783
15194,(주)비피도,유산균 불가리쿠스 비에이치 04,20150522,2004001507072
15195,(주)비피도,유산균 살리바리우스 비에이치15,20171207,20040015070283
15196,(주)비피도,유산균 써모필러스 비에이치05,20170512,20040015070265
15197,(주)비피도,유산균 애시도필러스 에이디031,20150522,2004001507051
15198,(주)뉴팜,유산균 업,20170807,20040017014522
15199,주식회사 노바렉스,유산균 이야기,20150522,200400200081332
15200,일양약품(주),유산균 증식 및 유해균 억제 배변활동 원활에 도움을 줄 수 있는 장에존 혼합유산균19,20150522,20040017068129
15201,(주)비오팜,유산균 증식 및 유해균 억제배변활동 원활에 도움을 줄 수 있는프리미엄케어장,20150522,20040017021446
15202,(주)비피도,유산균 카제이 아이비에스 041,20150522,2004001507069
15203,(주)비피도,유산균 파라카제이 비에이치 08,20150522,2004001507086
15204,(주)비피도,유산균 파라카제이 씨에이치 88,20150522,2004001507094
15205,(주)비피도,유산균 퍼멘텀 비에이치 03,20150522,2004001507071
15206,(주)비피도,유산균 페슘 비에이치06,20150522,2004001507077
15207,(주)비피도,유산균 페칼리스 비에이치16,20171207,20040015070280
15208,(주)뉴팜,유산균 프로바이오틱스,20170731,20040017014520
15209,(주)비피도,유산균 플란타룸 비에이치 02,20150522,2004001507070
15210,(주)비피도,유산균 헬베티쿠스 비에이치14,20171207,20040015070282
15211,일동바이오사이언스(주),유산균 혼합 9종,20180904,20140017002128
15212,(주)케비젠,유산균 혼합 분말 GB,20180105,201500100189
15213,(주)에스엘에스,유산균&정상적인 면역기능에 필요한 아연,20170601,2004001706295
15214,(주)쎌바이오텍,유산균11A,20150522,2004001701756
15215,(주)쎌바이오텍,유산균1A,20150522,20040017017120
15216,(주)쎌바이오텍,유산균2E,20150522,20040017017339
15217,(주)쎌바이오텍,유산균2G,20150522,20040017017338
15218,(주)화진엔앤에이치,유산균2b,20170406,2004001508150
15219,(주)쎌바이오텍,유산균3B,20150522,2004001701752
15220,(주)쎌바이오텍,유산균4E,20150522,20040017017359
15221,(주)쎌바이오텍,유산균4G,20150522,2004001701786
15222,엠에스바이오텍(주),유산균7,20150522,20040020020228
15223,(주)메디오젠,유산균M,20150522,2004002002927
15224,(주)뉴팜,유산균가족(수출용),20150522,20040017014378
15225,풀무원건강생활(주),유산균과립,20150522,20040020001117
15226,(주)프로바이오닉,유산균다이어트3in1,20150522,2005002000536
15227,(주)마린바이오프로세스,유산균발효다시마추출물,20150522,201100160062
15228,에스케이바이오랜드 주식회사,유산균발효마늘추출물,20161104,2004001706761
15229,효림농산영농조합법인,유산균발효홍삼농축액,20150522,200900151834
15230,효림농산영농조합법인,유산균발효홍삼농축액분말,20150522,200900151833
15231,(주)한국씨엔에스팜,유산균분말,20150522,20040020007945
15232,코스맥스바이오(주),유산균분말,20170221,200400200021969
15233,콜마비앤에이치(주)푸디팜사업부문,"유산균사랑 ""매일매일"" 너에게",20171206,200600200031213
15234,콜마비앤에이치(주)푸디팜사업부문,유산균사랑“민감한”너에게,20171124,200600200031200
15235,콜마비앤에이치(주)푸디팜사업부문,유산균사랑“빵빵한”너에게,20171124,200600200031199
15236,콜마비앤에이치(주)푸디팜사업부문,유산균사랑“약해진”너에게,20171124,200600200031201
15237,네이처퓨어코리아(주),유산균수(秀),20160425,20100019004546
15238,콜마비앤에이치(주)푸디팜사업부문,유산균의 아침,20150522,20060020003785
15239,고려은단 헬스케어(주),유산균의 힘,20160414,201600060052
15240,(주)비오팜,유산균이 함유된 식이섬유 항이와 장이,20180720,20040017021786
15241,(주)비오팜,유산균프로바이오틱스 9,20150522,20040017021429
15242,(주)메디오젠 충주공장,유산균프로바이오틱스9,20180827,2018001217430
15243,(주)메디오젠,유산균프로바이오틱스9,20171010,20040020029220
15244,(주)뉴트리바이오텍,유산균플러스,20170615,20070017035967
15245,(주)에스트라,유스 큐브,20180607,20040017031164
15246,주식회사 노바렉스,유스라이프 팩 (Youth life pack),20150522,200400200081471
15247,(주)네이처텍,유스랩 리버파워,20150522,20040020004159
15248,코스맥스바이오(주),유스랩리버케어,20160229,200400200021785
15249,(주)서흥,유스스팬3,20160520,200400200061153
15250,(주)뉴트리바이오텍,유스에이드 컴플렉스,20150522,20070017035602
15251,(주)뉴트리바이오텍,유스팩터 컴플리트 바이탈리티 컴플렉스,20170814,200700170351000
15252,(주)뉴트리바이오텍,유스팩터 항산화 컴플렉스 파우더,20170808,20070017035998
15253,(주)허브큐어,유웰멀티비타,20150522,2004001516263
15254,(주)허브큐어,유웰비타C,20150522,2004001516256
15255,(주)유유헬스케어,유유소성칼디,20150522,20040015107452
15256,(주)팜텍코리아,유유원삼(元蔘)액,20150729,2004001519160
15257,(주)아리바이오,유유인삼농축액M-YY351(수출용),20150720,2011002009965
15258,(주)유유헬스케어,유유칼디,20150522,20040015107544
15259,(주)유유헬스케어,유유칼슘,20150522,20040015107630
15260,콜마비앤에이치(주)푸디팜사업부문,유지,20180726,200600200031346
15261,(주)그린바이오,유지에스지(UGSG)홍삼농축액,20150522,2004001703071
15262,종근당건강(주),유지에스지(UGSG)홍삼농축액,20150522,20040020016305
15263,(주)유유헬스케어,유청칼슘,20150522,2004001510722
15264,주식회사 노바렉스,유청칼슘,20150522,200400200081210
15265,(주)하치노다카라코리아,유칼리프로폴리스,20150522,2004001902915
15266,(주)하치노다카라코리아,유칼리프로폴리스골드,20150522,2004001902914
15267,(주)한국파비스알엔디,유키플러스캡슐,20150522,2004002004075
15268,(주)케이지앤에프,유토비타,20150522,2004001602090
15269,(주)뉴트롬,유티지 케어린,20180119,2015001000240
15270,(주)유유헬스케어,유판씨 3000,20150522,20040015107583
15271,(주)안신,유판씨-쮸,20150522,201300160035
15272,(주)안신,유판씨-쮸 키즈,20150522,201300160034
15273,(주)유유헬스케어,유판씨레드딸기맛,20150522,20040015107506
15274,(주)유유헬스케어,유판씨뷰티비타,20150522,20040015107414
15275,(주)안신,유판씨쑥쑥칼디츄잉정,20150522,201300160031
15276,(주)유유헬스케어,유판씨옐로우레몬맛,20150522,20040015107472
15277,(주)유유헬스케어,유판씨오렌지맛,20150522,20040015107504
15278,(주)유유헬스케어,유판씨퍼플포도맛,20150522,20040015107505
15279,(주)유유헬스케어,유판씨프리미엄,20150522,20040015107325
15280,(주)유유헬스케어,유판씨화이버오렌지향,20150522,20040015107310
15281,코스맥스바이오(주),유플러스,20150522,20040020002261
15282,주식회사 토모,유플러스 혼합유산균,20150522,2004001704637
15283,(주)한국인삼공사,유플러스골드,20151113,20040020013278
15284,주식회사 노바렉스,유피업데임 이소플라본,20150522,20040020008872
15285,(주)한국씨엔에스팜,유피업써레드진생,20150522,20040020007987
15286,(주)알피바이오,유한 쏘팔메토,20150522,20040017006242
15287,(주)서흥,유한 홍경천,20150522,20040020006844
15288,엠에스바이오텍(주),유한M N-아세틸글루코사민,20170106,20040020020515
15289,(주)한국씨엔에스팜,유한M 눈건강 루테인 프리미엄,20150522,20040020007883
15290,엠에스바이오텍(주),유한M 락토모니카,20161017,20040020020505
