,DISTB_PD,ENTRPS,PRDUCT,브랜드명,제품명,이미지링크,REGIST_DT,STTEMNT_NO,SUNGSANG,index
15202,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,에스-겐 판토텐산,,,,20150522,2.01E+13,연한 갈색의 분말이 든 백색 경질캅셀,15203
15203,제조일로부터24개월,코스맥스엔비티(주),에스-업 슬림 다이어트(S-Up Slim Diet),,,,20150522,2.01E+13,"이미, 이취가 없고 고유의 향미가 있는 흰노란색의 분말",15204
15204,24개월,주식회사 노바렉스,에스-징코플러스,,,,20150522,2.00E+14,갈색장방형의 녹색 제피정제,15205
15205,제조일로부터 24개월,(주)뉴트롬,에스-테미나 I,,,,20180119,2.02E+12,"이미, 이취가 없고 고유한 향미가 있는 탁한 황갈색 분말을 함유한 투명 경질캡슐",15206
15206,제조일로부터 24개월,(주)안지오랩,에스-트리머 (S-trimmer),,,,20150522,2.01E+12,"갈색의 내용물을 함유한 상,하 미황색의 경질캡슐",15207
15207,18개월,주식회사 노바렉스,에스-프로바이오틱스,,,,20150522,2.00E+14,미색의 내용물을 함유한 미황색 경질캡슐,15208
15208,18개월,주식회사 노바렉스,에스-프로바이오틱스유산균,,,,20150522,2.00E+14,미색내용물을 함유한 투명경질캡슐,15209
15209,제조일로부터 2년,주식회사 노바렉스,에스-프로폴리스 캡슐,,,,20150522,2.00E+14,미황색의 분말을 함유한 투명의 경질캡슐,15210
15210,제조일로부터 2년,주식회사 노바렉스,에스-프로폴리스 팅크쳐,,,,20150522,2.00E+14,암갈색의 내용물,15211
15211,제조일로부터 24개월,코스맥스엔비티(주),에스다이어트CLA,,,,20150522,2.01E+12,밝은 노란색의 내용액을 함유한 투명한 연질캅셀제,15212
15212,12개월,인성제약(주),에스라인,,,,20150522,2.00E+13,진한흑갈색의 액상,15213
15213,24개월,(주)양생당,에스라인,,,,20150522,2.00E+12,적갈색의 액상제품,15214
15214,제조일로부터 24개월,(주)팜텍코리아,에스라인 다이어트 골드,,,,20170714,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 갈색의 액상제품",15215
15215,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,에스라인 카페커피맛 다이어트,,,,20150522,2.01E+13,"백색, 갈색이 혼합된 결정성 분말",15216
15216,제조일로부터 2년.,코스맥스바이오(주),에스라인CLA다이어트,,,,20150522,2.00E+13,미황색의 내용물을 함유한 진한 노랑색의 연질캅셀.,15217
15217,제조일로부터 24개월,(주)유유헬스케어,에스라인다이어트 레몬맛,,,,20150522,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 미색 분말",15218
15218,제조일로부터 24개월,(주)유유헬스케어,에스라인다이어트 석류맛,,,,20150522,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 미색 분말",15219
15219,24개월,극동에치팜(주),에스라인슬림다이어트,,,,20150522,2.00E+13,"미황색 장방형 정제로 이미, 이취가 없음",15220
15220,제조일로부터 2년,주식회사 노바렉스,에스라인케어 녹차카테킨,,,,20180724,2.00E+14,탁한 황갈색 장방형의 투명제피정제,15221
15221,제조일로부터 2년,주식회사 노바렉스2공장,에스라인케어 잔티젠,,,,20170208,2.01E+13,적갈색의 내용물을 함유한 흑갈색의 연질캡슐,15222
15222,제조일로부터 24개월,(주)내츄럴엔도텍,에스론,,,,20150522,2.01E+12,회백색의 분말이 든 상. 하 중갈색의 경질캅셀,15223
15223,제조일로 부터 2년,(주)생명과학,에스론 골드,,,,20151125,2.00E+13,이미 이취가 없고 고유의 향미가 있는 미황색의 분말이 들어있는 투명한 경질캅셀,15224
15224,제조일로부터 24개월,주식회사 노바렉스2공장,에스론 우먼 골드,,,,20151120,2.01E+12,"청동색의 내용물을 함유한 진한 적갈색의 연질캡슐, 밝은 노란 주황의 내용물을 함유한 탁한 적자색의 연질캡슐",15225
15225,제조일로부터 2년,주식회사 노바렉스,에스론골드칼슘,,,,20150522,2.00E+13,연한 갈색의 내용물을 함유한 녹색의 연질캡슐,15226
15226,제조일로부터 24개월,(주)내츄럴엔도텍,에스론플래티넘,,,,20150522,2.01E+12,"연한 갈색의 분말이든 상, 하 분홍색의 경질캡슐",15227
15227,제조일부터 24개월,조아제약(주),에스리버(S-liver),,,,20170607,2.00E+12,이미와 이취가 없는 적갈색의 제피정,15228
15228,제조일로부터 24개월,(주)충청바이오텍,에스리본 다이어트,,,,20181001,2.02E+12,미황색의 경질캅셀,15229
15229,제조일로부터 2년.,코스맥스바이오(주),에스린,,,,20150522,2.00E+14,갈색의 유상 내용물을 함유한 적갈색의 연질캡슐.,15230
15230,제조일로부터 24개월,코스맥스엔비티(주),에스맨,,,,20190517,2.01E+14,"경질캡슐: 이미, 이취가 없고 고유의 향미가 있는 미황색의 내용물을 함유한 투명한 경질캡슐, 연질캡슐: 이미, 이취가 없고 고유의 향미가 있는 황갈색의 내용물을 함유한 흑갈색의 연질캡슐",15231
15231,제조일로부터 24개월,(주)내츄럴엔도텍,에스본,,,,20150522,2.01E+12,연갈색의 분말이 든 상. 하 적갈색의 경질캅셀,15232
15232,24개월,안국건강(주),에스본퀸,,,,20150522,2.01E+12,갈색의 내용물을 함유한 적자색의 연질캡슐,15233
15233,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,에스블랙,,,,20180614,2.01E+14,"L-카르니틴 타르트레이트 정제 - 이미, 이취가 없고 고유의 향미가 있는 분홍색의 코팅정제               가르시니아 정제 - 이미, 이취가 없고 고유의 향미가 있는 흰색의 코팅정제               그린커피빈 정제 - 이미, 이취가 없고 고유의 향미가 있는 연두색의 코팅정제",15234
15234,제조일로부터 2년.,코스맥스바이오(주),에스비슬랜,,,,20150522,2.00E+13,미황색의 제피정제.,15235
15235,제조일로부터 24개월,(주)두루원,에스비클리어 바이탈플러스,,,,20181005,2.00E+13,"이미, 이취가 없는 백색의 정제",15236
15236,24개월,(주)두루원,에스비클리어 장쿨365,,,,20150522,2.00E+13,연갈색의 과립,15237
15237,제조일로부터 24개월,(주)뉴팜,에스비클리어 진 다이어트,,,,20190312,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 미백색의 분말",15238
15238,제조일부터 24개월,(주)서흥,에스비타캡슐,,,,20160627,2.00E+14,밝은 회황색 분말을 내용물로 한 초록색 경질캡슐,15239
15239,제조일로부터 24개월,(주)휴비스트제약,에스비타캡슐,,,,20190515,2.02E+11,"이미, 이취가 없고 고유의 향미가 있으며 밝은 회황색 분말을 내용물로 한 초록색 경질캡슐",15240
15240,제조일로부터 24개월,콜마비앤에이치(주)선바이오텍사업부문,에스비티오메가3,,,,20150522,2.01E+11,미황색의 투명한 내용물이 든 투명한 타원형 연질 캡슐,15241
15241,제조일로부터 24개월,한국바이오팜(주),에스슬림 복합다이어트의 날씬한 비밀,,,,20170921,2.00E+13,황갈색의 타원형 정제,15242
15242,제조일로부터 18개월,(주)휴럼,에스알바이오틱스,,,,20160816,2.00E+12,미황색의 분말,15243
15243,제조일로부터 24개월,(주)내츄럴엔도텍,에스알지(RG)플러스,,,,20150522,2.01E+12,적갈색의 액상,15244
15244,제조일로부터 24개월,(주)비오팜,에스에이치청솔당골드,,,,20181004,2.00E+13,"이미, 이취가 없고 고유의 향미가 있으며 미황색의 유상 내용물을 함유한 투명한 연질캡슐",15245
15245,2년,(주)세모,에스엔알이어,,,,20150522,2.00E+12,미황색의 액상이 들어있는 투명한 연질캅셀,15246
15246,제조일로부터 2년,(주)세모,에스엘 클로렐라,,,,20150522,2.00E+12,"이미, 이취가 없는 진녹색의 정제",15247
15247,제조일로부터 2년.,코스맥스바이오(주),에스엘가르시니아다이어트커피,,,,20150522,2.00E+14,갈색의 분말.,15248
15248,24개월,(주)두루원,에스엠72리퀴드 마그네슘,,,,20150522,2.00E+13,반투명의 액상.,15249
15249,24개월,(주)두루원,에스엠멀티미네랄 마그네슘&망간,,,,20150522,2.00E+13,반투명의 액상,15250
15250,24개월,(주)두루원,에스엠멀티미네랄 마그네슘&망간,,,,20170914,2.00E+13,반투명의 액상,15251
15251,제조일로부터 24개월까지,(주)유유헬스케어,에스엠바이오뉴썬,,,,20180518,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 미황색의 내용물을 함유한 미황색의 장방형 제피정제",15252
15252,제조일로부터 2년,드림바이오(주),에스엠식이섬유,,,,20171128,2.02E+12,"이미, 이취가 없고 고유의 향미가 있는 갈색정제",15253
15253,제조일로부터24개월,인성제약(주),에스엠식이섬유,,,,20150522,2.00E+13,미백색의 코팅정제,15254
15254,24개월,(주)양생당,에스엠식이섬유,,,,20150522,2.00E+12,연갈색의 정제품,15255
15255,24개월,롯데제과(주)건강사업본부,에스엠에프다모아,,,,20150522,2.00E+13,암갈색의 연질캡슐,15256
15256,제조일로부터 2년,주식회사 노바렉스2공장,에스우먼,,,,20190527,2.01E+13,진한 갈색의 내용물을 함유한 갈흑색의 연질캡슐,15257
15257,24개월,노비스바이오(주),에스제로,,,,20150522,2.00E+13,이미.이취가 없고 고유의 향미가 있는 미황색의 원형 정제,15258
15258,제조일로부터 24개월까지,(주)한국씨엔에스팜,에스지골드 플러스,,,,20180912,2.00E+14,갈색 내용물을 함유한 적갈색의 연질캡슐,15259
15259,제조일로부터 24개월,농업회사법인(주)동서웰빙,에스카마에스,,,,20190509,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 갈색의 액상",15260
15260,제조일로부터 18개월,콜마비앤에이치(주)푸디팜사업부문,에스카페24라임&레몬맛,,,,20150522,2.01E+13,연한 노란색의 액상,15261
15261,제조일로부터 18개월,콜마비앤에이치(주)푸디팜사업부문,에스카페24석류&크랜베리맛,,,,20150522,2.01E+13,적색의 액상,15262
15262,제조일로부터 2년,주식회사 노바렉스,에스칼골드,,,,20150522,2.00E+13,연갈색의 내용물을 함유한 적색 연질캅셀,15263
15263,제조일로부터 2년,주식회사 노바렉스,에스컷 다이어트 프리미엄,,,,20150522,2.00E+14,점박이 성상을 함유한 보라색과 미황색이 섞인 분말,15264
15264,제조일로부터 24개월,(주)비피도,에스케이 프로바이오틱스 +(전량수출용),,,,20170713,2.00E+13,흰노란색의 분말,15265
15265,제조일로부터 24개월,에스케이내추럴팜(주),에스케이보감,,,,20150522,2.00E+13,암갈색의 과립분말,15266
15266,제조일로부터 24개월,에스케이내추럴팜(주),에스케이엔피칼슘,,,,20150522,2.00E+12,엷은 갈색의 정제 이다.,15267
15267,제조일로부터 24개월까지,극동에치팜(주),에스퀸본,,,,20151210,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 갈색의 내용물을 함유한 적갈색의 연질캡슐",15268
15268,제조일로부터 2년.,코스맥스바이오(주),에스큐SQ 루테인지아잔틴 아스타잔틴 오메가3 비타민E,,,,20190903,2.00E+14,어두운 적색의 유상 내용물을 함유한 암갈색의 연질캡슐,15269
15269,제조일로부터 24개월,극동에치팜(주),에스큐SQ 밀크씨슬 판토텐산 비타민B6 나이아신 비타민B1 비타민B2,,,,20190819,2.00E+13,갈색의 정제,15270
15270,제조일로부터 24개월까지,(주)한국씨엔에스팜,에스큐SQ오메가3비타민,,,,20190805,2.00E+14,노란색 내용물을 함유한 투명색의 연질캡슐,15271
15271,제조일로부터 18개월,콜마비앤에이치(주)푸디팜사업부문,에스큐SQ캡슐 프로바이오틱스 생유산균,,,,20190412,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 흰색의 분말이 든 장용성 코팅된 백색의 경질캡슐",15272
15272,제조일로부터 24개월,엠에스바이오텍(주),에스키토톡,,,,20150522,2.00E+13,미황색의 원형 정제,15273
15273,제조일로부터 24개월,(주)서흥,에스테라 Ⅲ,,,,20150522,2.00E+13,황갈색의 점조성 내용물을 함유한 흑갈색의 장방형 연질캡슐제,15274
15274,제조일로부터 24개월,(주)서흥,에스테라 Ⅳ,,,,20150522,2.00E+13,흐린황갈색 분말을 내용물로 하는 투명의 경질캡슐제,15275
15275,24개월,주식회사 노바렉스,에스테라 크랜베리 (Estera Cranberry),,,,20150522,2.00E+13,분홍색과 흰색의 내용물을 함유한 분말,15276
15276,제조일부터 24개월,(주)서흥,에스테라Ⅰ,,,,20150522,2.00E+14,갈색의 점조성 내용물을 함유한 암갈색 연질캡슐,15277
15277,제조일부터 24개월,(주)서흥,에스테라Ⅱ,,,,20150522,2.00E+14,흐린 황갈색의 내용물을 함유한 투명 경질캡슐,15278
15278,제조일로부터24개월,코스맥스엔비티(주),에스테포인원 감마리놀렌산,,,,20150522,2.01E+13,"이미, 이취가 없고 고유의 향미가 있는 탁한 황갈색의 내용물을 함유한 적갈색의 연질캡슐",15279
15279,제조일로부터 24개월,주식회사 토모,에스톡톡 프로바이오틱스의 상쾌한 비밀,,,,20170918,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 미백색의 분말",15280
15280,제조일부터 24개월,(주)서흥,에스트로지 백수궁연질캡슐,,,,20150522,2.00E+14,갈색의 점조성 내용물을 함유한 암갈색 연질캡슐,15281
15281,제조일로 부터 2년,(주)생명과학,에스트론 골드,,,,20150522,2.00E+13,적색의 코팅정제,15282
15282,2년,(주)생명과학,에스트론 골드 멀티비타민&미네랄,,,,20150522,2.00E+12,적색의 코팅정제,15283
15283,2년,주식회사 노바렉스,에스티 당밸런스 레몬맛,,,,20150522,2.00E+13,미황색의 분말,15284
15284,제조일로부터 24개월,(주)에스티알바이오텍,에스티알홍국-F,,,,20150522,2.01E+11,적갈색의 분말제품,15285
15285,제조일로부터 2년,주식회사 노바렉스,에스플라본골드,,,,20150522,2.00E+13,황갈색의 내용물을 함유한 적색의 연질 캡슐,15286
15286,제조일로부터 24개월,주식회사 토모,에스플러스 다이어트,,,,20150522,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 연분홍색의 분말",15287
15287,제조일로부터 24개월,주식회사 토모,에스플러스 프로바이오틱스 아연,,,,20150522,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 미백색의 분말",15288
15288,24개월,성풍양행(주),에스피 스피릿 - 크레아틴 (SP SPIRIT - CREATINE),,,,20160623,2.01E+11,"이미, 이취가 없고 고유의 향미가 있는 백색의 분말",15289
15289,24개월,성풍양행(주),에스피 스피릿-트리플에이(SP SPIRIT-TRIPLE A),,,,20150522,2.01E+11,"이미, 이취가 없고 고유의 향미가 있는 분홍빛 하얀색 분말",15290
15290,24개월,(주)유니쎌팜,에스피 엠에스엠-골드(SP MSM GOLD),,,,20150522,2.00E+13,"이미,이취가 없고 고유의 향미가 있는 백색의 정제",15291
15291,24개월,성풍양행(주),에스피 퍼포먼스 - 써큘레이션 카페라떼맛 (SP PERFORMANCE - CIRCULATION CAFFELATTE FLAVOUR),,,,20150902,2.01E+11,"이미,이취가 없고 고유의 향미가 있는 회황색, 진한갈색의 분말",15292
15292,제조일로부터 24개월,성풍양행(주),에스피 퍼포먼스-더원(SP PERFORMANCE-THE ONE),,,,20150522,2.01E+11,"이미, 이취가 없고 고유의 향미가 있는 갈색의 분말",15293
15293,제조일로부터 24개월까지,코스맥스엔비티(주),에스피 플러스,,,,20150522,2.01E+13,흑갈색의 분말을 함유한 투명 경질캡슐,15294
15294,제조일로부터 24개월,(주)내츄럴엔도텍,에스피DHA,,,,20150522,2.01E+12,연갈색의 내용액을 함유한 진녹색의 연질캡슐,15295
15295,제조일로부터 24개월까지,(주)한국씨엔에스팜,에스피DHA,,,,20150522,2.00E+14,연갈색의 내용액을 함유한 진녹색의 연질캡슐,15296
15296,제조일부터 24개월,(주)네추럴에프앤피,에스피Ⅱ(ESPIⅡ),,,,20190116,2.00E+14,어두운 회갈색 내용물을 함유한 탁한적갈색의 연질캡슐,15297
15297,제조일로부터 24개월,성풍양행(주),에스피그린스-프로베이직(SP GREENS-PROBASIC),,,,20150522,2.01E+11,"이미, 이취가 없고 고유의 향미가 있는 갈색의 분말",15298
15298,제조일로부터 18개월까지,(주)메디오젠,에스피씨 헬스 가드(SPC Health-Guard) 유산균 에스(S),,,,20180706,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 황갈색 분말",15299
15299,제조일로부터 24개월,주식회사한미양행,에스피원,,,,20160426,2.00E+13,"이미,이취가 없으며 고유의 향미를 지닌 황갈색의 내용물을 함유한 진한 적갈색 연질캡슐",15300
15300,24개월,한국바이오팜(주),에스핏 다이어트 발포비타C,,,,20150522,2.00E+13,연노란색의 분말,15301
15301,제조일러부터 18개월까지,(주)메디오젠,에시도필러스유산균-10,,,,20190725,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 유백색의 분말",15302
15302,제조일로부터 18개월까지,(주)메디오젠,에시도필러스유산균-1000,,,,20190725,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말",15303
15303,제조일로부터 18개월까지,(주)메디오젠,에시도필러스유산균-2000,,,,20190725,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 황색의 분말",15304
15304,제조일로부터 18개월까지,(주)메디오젠,에시도필러스유산균-엘(L)2,,,,20190725,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 유백색의 분말",15305
15305,18개월,(주)메디오젠,에시필유산균 L2,,,,20150522,2.00E+13,황색 또는 유백색의 분말,15306
15306,18개월,(주)메디오젠,에시필유산균-10,,,,20150522,2.00E+13,백색 또는 유백색의 분말,15307
15307,18개월,(주)메디오젠,에시필유산균-1000,,,,20150522,2.00E+13,황색 또는 유백색의 분말,15308
15308,18개월,(주)메디오젠,에시필유산균-50,,,,20150522,2.00E+13,백색 또는 유백색의 분말,15309
15309,18개월,(주)메디오젠,에시필유산균-500,,,,20150522,2.00E+13,황색 또는 유백색의 분말,15310
15310,제조일로부터 18개월,(주)메디오젠,에시필유산균A,,,,20150522,2.00E+12,유백색의 분말,15311
15311,24개월,에프엔바이오(주),에어슬림다이어트레몬맛,,,,20150522,2.00E+13,미황색의 원형정제,15312
15312,24개월,에프엔바이오(주),에어슬림다이어트블루베리맛,,,,20150522,2.00E+13,미보라색의 원형정제,15313
15313,24개월,콜마비앤에이치(주)푸디팜사업부문,에이-토 솔루션,,,,20150522,2.01E+13,미황색 유상액을 함유한 적색 연질캡슐,15314
15314,제조일로부터 18개월까지 (유통기한 설정 사유 : 별첨),(주)한국씨엔에스팜,에이-토 솔루션(A-TO Solution),,,,20151126,2.00E+14,점조성을 가진 붉은색의 페이스트,15315
15315,제조일로부터 3년,에프엔바이오(주),에이드스피루리나,,,,20150522,2.00E+12,진녹색의 정제 제품,15316
15316,제조일로부터 2년,(주)허브큐어,에이드칼슘,,,,20150522,2.00E+12,회백색의 정제,15317
15317,2년,에프엔바이오(주),에이드키토산,,,,20170508,2.00E+13,"이미,이취가 없고 고유의 향미가 있는 황갈색의 원형정제",15318
15318,제조일로부터 24개월,코스맥스엔비티(주),에이드핏 이지슬림,,,,20190729,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 밝은 갈색의 투명 코팅정제",15319
15319,제조일부터 24 개월,네이처퓨어코리아(주),에이드핏 이지컷,,,,20190311,2.01E+13,"흰노란색 분말로 이미, 이취가 없다.",15320
15320,24개월,(주)오투바이오,에이메이드,,,,20161012,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 하늘색의 코팅정제",15321
15321,제조일로부터 2년,포항바이오파크,에이밸런스,,,,20180920,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 흰색 원형 코팅 정제",15322
15322,제조일로부터36개월,(주)이에스바이오텍,에이블스피루리나,,,,20160412,2.00E+12,청록색의 원형정제,15323
15323,24개월,이앤에스(주),에이비씨디(ABCD)멀티비타민,,,,20160722,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 연한 보라색의 정제",15324
15324,제조일로부터 2년,종근당건강(주),에이비씨디(ABCD)멀티비타민,,,,20150522,2.00E+13,"연한 보라색의 정제로 이미,이취가 없어야 한다.",15325
15325,제조일로부터 24개월,(주)서흥,에이비타포르테,,,,20150522,2.00E+13,하양색의 장방형 제피정제,15326
15326,제조일로부터 24개월까지,(주)한국씨엔에스팜,에이스,,,,20150522,2.00E+14,적색 내용물을 함유한 노란색 반투명 연질캡슐,15327
15327,24개월,(주)네추럴에프앤피,에이스,,,,20150522,2.00E+13,갈색 내용물을 함유한 갈색 연질캡슐,15328
15328,제조일로부터 24개월,주식회사한미양행,에이스 마그네슘,,,,20180716,2.00E+14,"이미, 이취가 없고 고유의 향미가 있는 백색의 타원형 제피정제",15329
15329,2년,에프엔바이오(주),에이스멀티비타민웰,,,,20150522,2.00E+13,"미백색의 원형정제품으로 이미, 이취가 없음",15330
15330,제조일로부터24개월,에스케이내추럴팜(주),에이스바디 키토산다이어트,,,,20150522,2.00E+13,연회색의 제피정제,15331
15331,제조일로부터 24개월,드림바이오(주),에이스장청,,,,20190410,2.02E+12,"이미, 이취가 없고 고유의 향미가 있는 갈색 소환",15332
15332,제조일로부터 2년.,코스맥스바이오(주),에이스케어포르테정어리펩타이드SP100N,,,,20150522,2.00E+13,미황색의 제피정제.,15333
15333,2년,에프엔바이오(주),에이스헬스슬림,,,,20150522,2.00E+13,미황색의 장방형 정제,15334
15334,2년,에프엔바이오(주),에이슬림다이어트팻프리,,,,20150522,2.00E+13,미백색의 장방형 정제,15335
15335,제조일로 부터 2년,(주)생명과학,에이씨엠 칼슘마그네슘앤디,,,,20160627,2.00E+13,이미 이취가 없고 고유의 향미가 있는 회백색의 정제,15336
15336,제조일로부터 24개월,(주)알피바이오,에이아이루테인플러스,,,,20150522,2.00E+13,적갈색의 내용물을 함유한 타원형 연질캡슐,15337
15337,제조일로 부터 24개월,엠에스바이오텍(주),에이알파워,,,,20150522,2.00E+13,녹색분말의 투명 경질캅셀,15338
15338,제조일로부터 24개월,(주)한국씨엔에스팜,에이앤에이지8(AnAg8),,,,20150522,2.00E+14,갈색의 장방형 제피 정제,15339
15339,24개월,(주)셀루스,에이업,,,,20150522,2.01E+11,녹색과립,15340
15340,제조일로부터 2년,(주)한국제약,에이에스에이 스쿠알렌캡슐,,,,20180504,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 연 황색의 투명연질캅셀",15341
15341,제조일로부터 2년,(주)한국제약,에이에스에이 알콕시글리세롤 캡슐,,,,20180502,2.00E+13,"이미, 이취가 없고 고유의 향미를 가지며 점성이 있는 연 황색의 연질캅셀",15342
15342,제조일로부터 2년,(주)한국제약,에이에스에이스쿠알렌,,,,20150522,2.00E+11,연황색의 투명 액상,15343
15343,제조일로부터 2년,(주)한국제약,에이에스에이알콕시글리세롤,,,,20150522,2.00E+11,연황색의 투명 액상,15344
15344,제조일로부터 24개월,(주)한국제약,에이에스에이알콕시글리세롤플러스,,,,20180404,2.00E+12,"이미, 이취가 없고 고유의 향미를 가진 연황색의 투명액상",15345
15345,2년,(주)세모,에이에스큐ASQ,,,,20161014,2.00E+12,"이미,이취가 없는 고유의 향미가 있는 투명한 노란색 내용물을 함유한 투명한 흐린노란색의 연질캅셀",15346
15346,2년,주식회사 네추럴웨이,에이에이 EPA/DHA,,,,20150522,2.00E+12,"2칼라(연두색, 노랑색)의 연질캅셀",15347
15347,제조일로부터 24개월,아미코젠(주),에이에이치(AH)-2,,,,20181224,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 연갈색의 내용물을 함유한 백색 경질캡슐",15348
15348,제조일로부터 24개월,코스맥스엔비티(주),에이에프(AF)-343,,,,20150522,2.01E+13,"이미, 이취가 없고 고유의 향미가 있는 회황색의 코팅정제",15349
15349,제조일로부터 24개월,(주)한국씨엔에스팜,에이엔씨 닥터그린,,,,20150522,2.00E+14,녹색의 분말,15350
15350,제조일로부터 24개월,(주)한국씨엔에스팜,에이엔씨-닥터그린(전량수출용),,,,20180117,2.00E+14,녹색의 분말,15351
15351,제조일로부터 24개월까지,(주)한국씨엔에스팜,에이엔씨-닥터그린엽록소,,,,20150522,2.00E+14,녹색의 분말,15352
15352,제조일로부터 24개월,(주)알피바이오,에이엠 데일리 멀티팩,,,,20190304,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 백색 제피정제, 이미, 이취가 없고 고유의 향미가 있는 연분홍색 제피정제, 이미, 이취가 없고 고유의 향미가 있는 미황색 내용물을 함유한 투명 연질캡슐, 이미, 이취가 없고 고유의 향미가 있는 주황색 내용물을 함유한 녹색 연질캡슐, 이미, 이취가 없고 고유의 향미가 있는 적색 내용물을 함유한 암갈색 연질캡슐",15353
15353,24개월까지,(주)비피도,에이엠케이프리미엄프로바이오틱스 (전량수출용),,,,20180717,2.00E+13,흰노란색의 분말,15354
15354,제조일로부터 24개월까지,(주)한국씨엔에스팜,에이엠파워,,,,20150522,2.00E+13,갈색의 내용물을 함유한 적갈색의 경질캡슐,15355
15355,24개월,태웅식품(주),에이원6년근고려홍삼정골드,,,,20150522,2.00E+13,고유의 성상과 맛을 지닌 점조성 있는 갈색 액체,15356
15356,제조일로부터 24개월까지,(주)한국씨엔에스팜,에이자임,,,,20150522,2.00E+14,미황색의 장방형 정제,15357
15357,제조일로부터 24개월까지,(주)한국씨엔에스팜,에이자임 분말,,,,20150522,2.00E+14,연갈색의 미세분말,15358
15358,제조일로부터 24개월,(주)한국씨엔에스팜,에이제이엠릴리프 그린 글루코사민,,,,20150522,2.00E+13,미황색의 내용물이 함유한 갈색의 연질캡슐,15359
15359,제조일로부터 18개월까지,(주)메디오젠,에이지4종혼합유산균,,,,20190314,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 미황색 또는 황갈색의 분말",15360
15360,24개월,에이펙셀(주),에이지엑스,,,,20190614,2.02E+12,"이미,이취가없고 고유의 향미가 있는 백색의 분말을 포함한 경질 캅셀",15361
15361,18개월,(주)네이처텍,에이지엑스(AGX),,,,20150522,2.00E+12,적자색 ~ 적갈색의 액상,15362
15362,18개월,(주)네이처텍,에이지엑스(AGX) 파우치,,,,20150522,2.00E+13,적갈색의 액상,15363
15363,제조일로부터 24개월,주)팜크로스,에이지이 본칼슘 골드,,,,20190927,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 연한 황갈색의 장방형 제피정제",15364
15364,제조일로부터 24개월,주)팜크로스,에이지이 이씨엠 골드,,,,20190812,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 회황색의 장방형 제피정제",15365
15365,제조일로부터 18개월까지,(주)메디오젠,에이지이(AGEs)유산균(케이에프 KF140),,,,20181012,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 유백색 분말",15366
15366,제조일로부터 24개월,주식회사한미양행,에이지티딥블랙,,,,20151125,2.00E+13,"이미, 이취가 없으며 고유의 향미를 지닌 회백색의 삼각형 제피정제.",15367
15367,제조일로부터24개월,주식회사한미양행,에이지티에브리원,,,,20150907,2.00E+13,"이미, 이취가 없으며 고유의 향미를 지닌 황회색의 장방형 제피정제.",15368
15368,제조일로부터 24개월,주식회사한미양행,에이지티프로바이오틱스,,,,20160825,2.00E+13,"이미, 이취가 없으며 고유의 향미를 지닌 검은색, 흰색의 분말을 함유한 미황색 경질캡슐",15369
15369,제조일부터 24개월,(주)네추럴에프앤피,에이지포뮬라1,,,,20180515,2.00E+14,적갈색의 내용물을 함유한 적갈색의 연질캡슐,15370
15370,제조일부터 24개월,(주)네추럴에프앤피,에이지포뮬라2,,,,20180504,2.00E+14,어두운 자주색의 제피정제,15371
15371,제조일로부터 24개월 까지,동서바이오팜(주),에이취플러스아루이칼슘,,,,20150522,2.00E+13,미색의 분말을 함유한 백색의 경질캅셀,15372
15372,제조일로부터18개월,(주)메디바이오랩,에이치브이시프로바이오틱스캡슐,,,,20180425,2.02E+12,"이미, 이취가 없고 고유의 향미가 있는 미황색 내용물을 함유한 투명 경질캡슐.",15373
15373,제조일로부터 24개월,태웅식품(주),에이치비엠(HBM)칼슘,,,,20150522,2.00E+13,"연한 갈색의 타정제품으로 이미, 이취가 없어야 한다.",15374
