REGIST_DT,PRDUCT,PRSRV_PD,MAIN_FNCTN,SUNGSANG,INTAKE_HINT1,SRV_USE,STTEMNT_NO,DISTB_PD,BASE_STANDARD,COMPANY_NM,STDR_STND,IMAGE_URL
20150522,튼튼닷컴 쏘팔메토,"1) 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오
2) 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오
3) 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오
4) 온도 및 습도등의 변화에 의해 캡슐이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오","[쏘팔메토열매추출물 제품]전립선 건강의 유지에 도움을 줄 수 있음.
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[옥타코사놀함유유지 제품]①지구력 증진에 도움을 줄 수 있음",암갈색의 내용물을 함유한 흑갈색의 연질캡슐,"[쏘팔메토열매추출물 제품]메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.
특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라 과민반응이 나타날 수 있으므로 원료를 확인하시고, 섭취전에 전문가와 상담하시기 바랍니다",1일 1회 1회 1캡슐을 물과 함께 섭취하십시오.,200400200081291,제조일로부터 2년,"1. 성상 : 암갈색의 내용물을 함유한 흑갈색의 연질캡슐
2. 로르산 : 표시량(89.6mg/500mg)의 80~120%
3. 아연 : 표시량(4.25mg/500mg)의 80~150%
4. 비타민B1 : 표시량(1.2mg/500mg)의 80~180%
5. 비타민B2 : 표시량(1.4mg/500mg)의 80~180%
6. 비타민B6 : 표시량(1.5mg/500mg)의 80~150%
7. 비타민E : 표시량(3.3mgα-TE/500mg)의 80~150%
8. 옥타코사놀 : 표시량(7mg/500mg)의 80~120%
9. 납(mg/kg) : 1.0 이하
10. 총비소(mg/kg) : 1.0 이하
11. 카드뮴(mg/kg) : 1.0 이하
12. 총수은(mg/kg) : 1.0 이하
13. 대장균군 : 음성
14. 붕해 : 20분이내",튼튼닷컴,"500mg x 1C (0.5g), 14C,  28C, 30C, 56C, 60C, 84C, 90C, 120C, 150C, 168C, 180C, 210C, 240C, 252C, 270C, 300C, …",http://img.danawa.com/prod_img/500000/092/684/img/3684092_1.jpg?shrink=500:500&_v=20180213143020
20180716,튼튼닷컴 아쿠아히알루론산,1) 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 2) 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 3) 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오. 4) 온도 및 습도 등의 변화에 의해 캡슐이 붙는 현상이 발생 될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.,"①피부보습에 도움을 줄 수 있음
①유해산소로부터 세포를 보호하는데 필요
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",미황색의 내용물을 함유한 백색의 연질캡슐,"특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라 과민반응이 나타날 수 있으므로 원료를 확인하시고, 섭취전에 전문가와 상담하시기 바랍니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.",20060020008301,제조일로부터 2년,"1. 성상 : 미황색의 내용물을 함유한 백색의 연질캡슐
2. 히알루론산 : 표시량(120mg/600mg)의 80~120%
3. 비타민E : 표시량(11mg α-TE/600mg)의 80~150%
4. 비타민A : 표시량(700μg RE/600mg)의 80~150%
5. 비타민D : 표시량(10μg/600mg)의 80~180%
6. 납(mg/kg) : 2.0 이하
7. 카드뮴(mg/kg) : 0.5 이하
8. 총수은(mg/kg) : 0.5 이하
9. 총비소(mg/kg) : 1.0 이하
10. 대장균군 : 음성
11. 붕해 : 20분 이내",튼튼닷컴,"600mg × 1C (0.600g), 2C, 4C, 6C, 8C, 10C, 14C, 16C, 20C, 28C, 30C, 40C, 44C, 50C, 56C, 60C, 84C, 92C, 100C, 112C, 120C, 152C, 168C, 180C, 200C, 212C, 224C, 240C, 252C, 272C, 300C, ….",http://img.danawa.com/prod_img/500000/708/125/img/8125708_1.jpg?shrink=500:500&_v=20190611121726
20160316,튼튼닷컴 알로에 쾌변,1. 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 2. 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 3. 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.,①배변활동 원활에 도움을 줄 수 있음,흰 노란색 장방형의 흐린 연두색 코팅 정제,,"1일 1회, 1회 2정을 물과 함께 섭취하십시오.",200400200081578,제조일로부터 24개월,"1.성상: 흰 노란색 장방형의 흐린 연두색 코팅 정제
2.안트라퀴논계화합물(무수바바로인으로서):표시량(20mg/1600mg)의 80~120%
3.대장균군 : 음성
4.붕해 : 60분 이내",튼튼닷컴,"800mg x 1정(0.8g), 2정, 14정, 28정, 30정, 50정, 56정, 60정, 90정, 100정, 112정, 120정, 160정, 180정, 240정, 360정, ···",http://img.danawa.com/prod_img/500000/227/052/img/5052227_1.jpg?shrink=500:500&_v=20180903083727
20150522,튼튼닷컴 엽산600철분비타민D,"1) 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오
2) 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오
3) 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오","[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민B12]①정상적인 엽산 대사에 필요",점박이가 있는 갈색의 장방형 회색제피정제,"특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라 과민반응이 나타날 수 있으므로 원료를 확인하시고, 섭취전에 전문가와 상담하시기 바랍니다",1일 1회 1회 1정(1정 0.6g)을 충분한 물과 함께 섭취하십시오,200400200081482,제조일로부터 24개월,"1. 성상 : 점박이가 있는 갈색의 장방형 회색제피정제
2. 엽산 : 표시량(600ug/600mg)의 80~150%
3. 철 : 표시량(12mg/600mg)의 80~150%
4. 아연 : 표시량(8.5mg/600mg)의 80~150%
5. 비타민D : 표시량(10ug/600mg)의 80~180%
6. 비타민B12 : 표시량(2.4ug/600mg)의 80~180%
7. 대장균군 : 음성
8. 붕해 : 60분이내",튼튼닷컴,"600mg x 1T (0.6g), 2T, 3T, 4T, 15T, 30T, 45T, 60T, 90T, 120T, 150T, 180T …",http://img.danawa.com/prod_img/500000/848/684/img/3684848_1.jpg?shrink=500:500&_v=20170707134736
20150522,튼튼닷컴 오메가3-ADE 1200,"1) 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
2) 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오.
3) 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.
4) 온도 및 습도등의 변화에 의해 캡슐이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.","[오메가-3지방산함유유지 제품]①혈중 중성지질 개선에 도움을 줄 수 있음 ②혈행개선에 도움을 줄 수 있음
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]①유해산소로부터 세포를 보호하는데 필요",미황색의 내용물을 함유한 투명의 연질캡슐,"특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라 과민반응이 나타날 수 있으므로 원료를 확인하시고, 섭취전에 전문가와 상담하시기 바랍니다","1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.",200400200081491,제조일로부터 24개월,"1. 성상 : 미황색의 내용물을 함유한 투명의 연질캡슐
2. EPA와 DHA의 합 : 표시량(600mg/1200mg)의 80~120%
3. 비타민E : 표시량(11mg a-TE/1200mg)의 80~150%
4. 비타민A : 표시량(700ug RE/1200mg)의 80~150%
5. 비타민D : 표시량(10ug/1200mg)의 80~180%
6. 납(mg/kg) : 3.0 이하
7. 카드뮴(mg/kg) : 1.0 이하
8. 총수은(mg/kg) : 0.5 이하
9. 대장균군 : 음성
10. 붕해 : 20분이내",튼튼닷컴,"1200mg x 1C (1.2g), 14C,  28C, 30C, 56C, 60C, 84C, 90C, 120C, 150C, 168C, 180C, 210C, 240C, 252C, 270C, 300C, ….",http://img.danawa.com/prod_img/500000/748/740/img/3740748_1.jpg?shrink=500:500&_v=20170227110340
20150522,튼튼닷컴 종합비타민미네랄,"1. 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
2. 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오.
3. 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.","[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[비타민K]①정상적인 혈액응고에 필요②뼈의 구성에 필요
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요",점박이가 있는 장방형의 노란색 코팅정제,"특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라 과민반응이 
나타날 수 있으므로 원료를 확인하시고, 섭취전에 전문가와 상담하시기 바랍니다","1일 1회, 1회 1정을 물과 함께 섭취하십시오.",200400200081381,제조일로부터 2년,"1. 성상 : 점박이가 있는 장방형의 노란색 코팅정제
2. 비타민A : 표시량(350ug/1000mg)의 80~150%
3. 비타민B1 : 표시량(0.6mg/1000mg)의 80~180%
4. 비타민B2 : 표시량(0.7mg/1000mg)의 80~180%
5. 나이아신 : 표시량(7.5mgNE/1000mg)의 80~150%
6. 판토텐산 : 표시량(2.5mg/1000mg)의 80~180%
7. 비타민B6 : 표시량(0.75mg/1000mg)의 80~150%
8. 비오틴 : 표시량(15ug/1000mg)의 80~180%
9. 엽산 : 표시량(200ug/1000mg)의 80~150%
10. 비타민B12 : 표시량(1.2ug/1000mg)의 80~180%
11. 비타민C : 표시량(50mg/1000mg)의 80~150%
12. 비타민D : 표시량(5ug/1000mg)의 80~180%
13. 비타민E : 표시량(5.5mg a-TE/1000mg)의 80~150%
14. 비타민K : 표시량(35ug/1000mg)의 80~180%
15. 철 : 표시량(6mg/1000mg)의 80~150%
16. 아연 : 표시량(4.25mg/1000mg)의 80~150%
17. 대장균군 : 음성
18. 붕해 : 60분",튼튼닷컴,"1,000mg * 1정(1g), 10정, 15정, 20정, 30정, 40정, 50정, 60정, 90정, 120정, 150정, 180정, ···.",http://img.danawa.com/prod_img/500000/913/969/img/3969913_1.jpg?shrink=500:500&_v=20171122190455
20150522,튼튼닷컴 징코맥스,"1. 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
2. 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오.
3. 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.","[은행잎 추출물 제품]①기억력 개선에 도움을 줄 수 있음 ②혈행 개선에 도움을 줄 수 있음
[비타민B2]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요",황갈색 장방형의 녹색 제피정제,"특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라 과민반응이 
나타날 수 있으므로 원료를 확인하시고, 섭취전에 전문가와 상담하시기 바랍니다.","1일 1회, 1회 1정(1정, 1000mg)을 물과 함께 섭취하십시오.",200400200081417,제조일로부터 24개월,"1. 성상 : 황갈색 장방형의 녹색 제피정제
2. 플라보놀 배당체 : 표시량(36mg/1000mg)의 80~120%
3. 비타민 B2 : 표시량(1.4mg/1000mg) 의 80~180%
4. 비타민 B6 : 표시량(1.5mg/1000mg) 의 80~150% 
5. 나이아신 : 표시량(15mg/1000mg) 의 80~150%
6. 판토텐산 : 표시량(5mg/1000mg) 의 80~180%
7. 비오틴 : 표시량(30ug/1000mg) 의 80~180%
8. 엽산 : 표시량(400ug/1000mg) 의 80~150%
9. 비타민 E : 표시량(11mg α-TE/1000mg) 의 80~150%
10. 철 : 표시량(12mg/1000mg) 의 80~150%
11. 아연 : 표시량(8.5mg/1000mg) 의 80~150%
12. 셀렌 : 표시량(55ug/1000mg) 의 80~150%
13. 납(mg/kg) : 1.0 이하
14. 총비소(mg/kg) : 1.0 이하
15. 카드뮴(mg/kg) : 1.0 이하
16. 총수은(mg/kg) : 1.0 이하
17. 대장균군 : 음성
18. 깅콜릭산(ginkgolic acid)(mg/kg) : 5.0 이하
19. 붕해: 60분 이내",튼튼닷컴,"1000mg*1정(1g), 6정, 42정,90정, 180정, 240정, 300정, 360정, 420정, 540정, ···.",http://img.danawa.com/prod_img/500000/791/740/img/3740791_1.jpg?shrink=500:500&_v=20170224101237
20150522,튼튼닷컴 칼슘2마그네슘1비타민D,"1. 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.
2. 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오.
3. 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.","[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요",미황색 장방형의 백색코팅정제,"특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라 과민반응이 
나타날 수 있으므로 원료를 확인하시고, 섭취전에 전문가와 상담하시기 바랍니다","1일 2회, 1회 1정을 물과 함께 섭취하십시오.",200400200081442,제조일로부터 24개월,"1. 성상 : 미황색 장방형의 백색코팅정제
2. 칼슘 : 표시량(300mg/2000mg)의 80~150%                                      
3. 마그네슘 : 표시량(150mg/2000mg)의 80~150%
4. 망간 : 표시량(3mg/2000mg)의 80~150%                                    
5. 비타민D : 표시량(10ug/2000mg)의 80~180%
6. 아연 : 표시량(8.5mg/2000mg)의 80~150%                                       
7. 붕해 : 60분이내
8. 대장균군 : 음성",튼튼닷컴,"1000mg * 1정(1g), 2정, 7정, 14정, 28정, 30정, 56정, 60정, 84정, 90정, 112정, 120정, 150정, 180정, ···.",http://img.danawa.com/prod_img/500000/517/684/img/3684517_1.jpg?shrink=500:500&_v=20170220133058
20150522,튼튼닷컴 클로렐라,"1) 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오
2) 개봉 후에는 뚜껑을 닫고 공기의 노출을 최대한 차단하여 보관 하십시오
3) 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오",[클로렐라 제품]①피부건강에 도움을 줄 수 있음 ②항산화에 도움을 줄 수 있음,점박이가 있는 녹색의 원형정제,"특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라 과민반응이 나타날 수 있으므로 원료를 확인하시고, 섭취전에 전문가와 상담하시기 바랍니다",1일 3회 1회 5정(1정 210mg)을 충분한 물과 함께 섭취하십시오,200400200081290,24개월,"1. 성상 : 점박이가 있는 녹색의 원형정제
2. 총 엽록소 : 표시량(75mg/3150mg)의 80~120%
3. 납(mg/kg) : 3.0이하
4. 카드뮴(mg/kg) : 1.0이하
5. 총수은(mg/kg) : 0.5이하
6. 붕해 : 30분
7. 총 페오포르바이드(mg/kg) : 1,000이하
8. 대장균군 : 음성",튼튼닷컴,"210mg x 1T (0.21g), 30T, 60T, 90T, 180T, 270T, 360T, 540T, 1080T, 1400T …",http://img.danawa.com/prod_img/500000/726/740/img/3740726_1.jpg?shrink=500:500&_v=20170628111728
20160512,튼튼닷컴 프로폴리스,1. 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 2. 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 3. 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오.,"①항산화에 도움을 줄 수 있음 

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요",갈회색의 분말을 함유한 연한 노란 연두색의 경질캡슐,프로폴리스에 알레르기를 나타내는 사람은 섭취에 주의,"1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.",200400200081591,제조일로부터 2년,"1. 성상 : 갈회색의 분말을 함유한 연한 노란 연두색의 경질캡슐
2. 총 플라보노이드 : 표시량(17mg/450mg)의 80~120%
3. 아연 : 표시량(8.5mg/450mg)의 80~150%
4. 비타민 C : 표시량(100mg/450mg)의 80~150%
5. 파라(p)-쿠마르산 : 확인
6. 계피산 : 확인
7. 납(mg/kg) : 5.0 이하
8. 디에틸렌글리콜(mg/kg) : 불검출
9. 테트라싸이클린(mg/kg) : 불검출
10.클로르테트라싸이클린(mg/kg) : 불검출
11.대장균군 : 음성
12.붕해 : 20분 이내",튼튼닷컴,"450mg * 1캡슐(0.45g), 2캡슐, 4캡슐, 7캡슐, 14캡슐, 21캡슐, 28캡슐, 30캡슐, 45캡슐, 56캡슐, 60캡슐, 84캡슐, 90캡슐, 112캡슐, 120캡슐, 150캡슐, 180캡슐, ···.",http://img.danawa.com/prod_img/500000/399/128/img/4128399_1.jpg?shrink=500:500&_v=20170607113526
20160219,튼튼닷컴 홍삼정 캡슐골드,1) 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오. 2) 개봉 후에는 공기의 노출을 최대한 차단하여 보관 하십시오. 3) 영유아 및 어린이의 손에 닿지 않는 곳에 보관하십시오. 4) 온도 및 습도등의 변화에 의해 캡슐이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.,①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,진한 갈색의 내용물을 함유한 갈흑색의 연질캡슐,"의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의","1일 2회, 1회 2캡슐(1캡슐/600mg)를 물과 함께 섭취하십시오.",2006002000862,제조일로부터 2년,"1. 성상 : 진한 갈색의 내용물을 함유한 갈흑색의 연질캡슐
2. 진세노사이드 Rg1, Rb1 및 Rg3의 합 : 표시량(4mg/2400mg)의 80% 이상
3. 붕해 : 20분 이내
4. 대장균군 : 음성",튼튼닷컴,"600mg x 1C (0.6g), 2C, 4C, 7C, 14C, 28C, 30C, 56C, 60C, 84C, 90C, 100C, 112C, 120C, 150C, 168C, 180C, 200C, 210C, 224C, 240C, 252C, 270C, 300C, ….",http://img.danawa.com/prod_img/500000/518/386/img/5386518_1.jpg?shrink=500:500&_v=20170808170601
20150629,튼튼닷컴 홍삼튼튼박사,,"①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요","이미, 이취가 없고 고유의 향미가 있는 황색 ~ 암갈색을 가진 액상","- 의약품(당뇨치료제, 혈액항응고제)복용 시 섭취에 주의하십시오.
- 제품의 개봉 또는 섭취시 포장재에 의해 상처를 입을 수 있으니 주의하시기 바랍니다.
- 전자레인지에 직접 넣어 데우지 마십시오. 
- 개봉 시 내용물이 흘러 나올 수 있으므로 주의하십시오.
- 임산부, 수유부, 알레르기 체질, 노약자 및 치료를 받고 계신 중증 질환자 등은 소비자 상담실로 문의 후 섭취하시기 바랍니다.
- 권장섭취량을 확인하신 후 섭취하십시오.
- 섭취자의 신체상태에 따라 특이반응이 나타날 수 있습니다. 이 경우 섭취를 중단하신 후 구입처로 문의하시기 바랍니다.
- 동·식물성 원료성분에 의해 침전물이 생길 수 있으나 제품의 품질 및 기능에 이상이 없으므로 충분히 흔들어 드십시오.
- 포장이 변형, 팽창, 손상되었거나 내용물이 변질되었을 경우 음용하지 마십시오.
- 본 제품은 새우, 게, 대두, 밀, 우유, 땅콩, 계란, 돼지고기, 토마토를 사용한 제품과 같은 제조시설에서 제조하였습니다.","1일 1회, 1회 1포씩 섭취하여 주십시오.",20040020004195,제조일로부터 24개월,"가) 성상 : 이미, 이취가 없고, 고유의 향미가 있는 황색~암갈색을 가진 액상
나) 진세노사이드 Rg1, Rb1, Rg3의 합 : 4.00mg/20ml (80% 이상)이어야 한다. 
다) 비타민B6 함량 : 0.45mg/20ml (80~150%)이어야 한다.
라) 세균수 : 100cfu/ml 이하이어야 한다.
마) 대장균군 : 음성이어야 한다.",튼튼닷컴,"20ml, 20ml x 5, 20ml x 10, 20ml x 20, 20ml x 30, 20ml x 60, 20ml x 90, 20ml x 120, 20ml x 180 등",http://img.danawa.com/prod_img/500000/644/966/img/966644_1.jpg?shrink=500:500&_v=20180727162201
20150522,파워맨쏘팔메토,직사광선을 받지 아니하는 서늘한 곳에서 보관 및 유통,"[쏘팔메토열매추출물 제품]전립선 건강의 유지에 도움을 줄 수 있음.
[토마토추출물(제2008-51호)]항산화에 도움을 줄 수 있음
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요",적갈색의 내용물을 함유한 갈색 반투명의 연질캡슐,"[쏘팔메토열매추출물 제품]메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.
[토마토추출물(제2008-51호)]① 알레르기 체질이신 분은 개인에 따라 과민반응을 나타낼 수 있습니다.② 라이코펜이 함유된 식품을 과량 섭취 시 피부색이 오렌지색으로 변할 수 있습니다.
① 어린이의 경우 섭취 시 목에 걸릴 우려가 있으니 보호자의 지도하에 섭취하십시오.
② 특이체질, 알레르기 체질의 경우 성분을 확인하시고 섭취하여 주시기 바랍니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취.",200400200071045,제조일로부터 24개월까지,"(1) 성   상 : 적갈색의 내용물을 함유한 갈색 반투명의 연질캡슐
(2) Lauric acid  : 표시량의 80%~120% (95mg / 800mg)
(3) 아연 : 표시량의 80~150% (7.5mg / 800mg)
(4) (all-trans)-lycopene : 표시량의 80%~120% (8mg / 800mg) 
(5) 납(mg/kg) : 1.0 이하
(6) 총비소(mg/kg) : 1.0 이하
(7) 카드뮴(mg/kg) : 1.0 이하
(8) 총수은(mg/kg) : 1.0 이하
(9) 초산에틸(mg/kg) : 50.0 이하
(10) 대장균군 : 음성
(11) 붕해 : 적합(20분 이내)",오뚜기,"800mg×15, 30, 60, 90, 100, 120, 150, 180, 200, 210, 240, 270, 300, 330, 360, 450, 480캡슐",http://img.danawa.com/prod_img/500000/951/933/img/1933951_1.jpg?shrink=500:500
20150522,파워메토F,"직사광선 및 고온다습한 곳을 피해 보관, 유통하십시오.","[쏘팔메토열매추출물 제품]전립선 건강의 유지에 도움을 줄 수 있음.
[홍삼제품]①면역력증진에도움을줄수있음②피로개선에도움을줄수있음③혈소판응집억제를통한혈액흐름에도움을줄수있음④기억력개선에도움을줄수있음⑤항산화에도움을줄수있음","이미, 이취가 없고 고유의 향미가 있는 갈색의 내용물을 함유한 검정색의 장방형 연질캡슐","[쏘팔메토열매추출물 제품]메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음.
[홍삼제품]의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의
- 특이체질, 알레르기 체질이신 경우 성분을 확인하신 후 섭취하여 주시기 바랍니다. 
- 제품개봉 또는 섭취 시 포장재에 의해 상처를 입을 수 있으니 주의하시기 바랍니다.","1일 2회, 1회 2캡슐을 물과 함께 섭취하십시오.",2012001900720,제조일로부터 24개월,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 갈색의 내용물을 함유한 검정색의 장방형 연질캡슐
② Lauric acid(로르산)(mg/1,000mg) : 표시량(44.8)의 80~120%
③ 진세노사이드Rg1,Rb1및Rg3의합
(mg/1,000mg) : 표시량(1.5)의 80% 이상
④ 납(mg/kg) : 1.0 이하
⑤ 카드뮴(mg/kg) : 1.0 이하
⑥ 총수은(mg/kg) : 1.0 이하
⑦ 총비소(mg/kg) : 1.0 이하 
⑧ 대장균군 : 음성
⑨ 붕해시험 : 적합",시너지월드와이즈,"20g(500mg x 40cap), 40g(500mg x 80cap), 60g(500mg x 120cap), 80g(500mg x 160cap), 100g(500mg x 200cap), 120g(500mg x 240cap), 140g(500mg x 280cap), 160g(500mg x 320cap), 180g(500mg x 360cap), 200g(500mg x 400cap)",http://img.danawa.com/prod_img/500000/956/764/img/3764956_1.jpg?shrink=500:500
